date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:59:18	174244/174244	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2004:00:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/font-awesome.min.css?ver=5.9.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/font-awesome.minad76.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:18	154192/154192	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2004:00:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/helper.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/helper5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:19	6951/6951	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2004:00:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/magnific-popup.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/magnific-popup5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:19	15820/15820	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2004:00:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/swiper-bundle.min.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/swiper-bundle.min5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:19	16450/16450	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2004:00:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/themify-icons.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/themify-icons5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:20	57569/57569	---M-Z	200	added ('OK')	text/css	date:Thu,%2016%20Feb%202023%2008:30:25%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/validnavs.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/validnavs5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:20	126440/126440	---M-Z	200	added ('OK')	text/css	date:Sun,%2005%20Feb%202023%2015:08:17%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/style.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/style5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:20	57680/57680	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2005:58:24%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/unittest.css?ver=1.0	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/unittest5152.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:21	0/0	---M--	200	added ('OK')	text/css	date:Sat,%2004%20Feb%202023%2004:00:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/color.schemes.css?ver=6.1.1	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/themes/ambrox/assets/css/color.schemes6a4d.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:22	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2014:07:24%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:22	60431/60431	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Jan%202023%2006:56:41%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/banner-1.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/banner-1.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:22	675/675	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2014:07:24%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:22	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2019:36:06%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:23	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2023:46:24%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-includes/js/jquery/jquery.mina7a0.js	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:24	984/984	---M-Z	200	added ('OK')	text/xml	date:Thu,%2002%20Mar%202023%2002:59:24%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/xmlrpc.php?rsd	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/xmlrpc0db0.php	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:24	70975/70975	---MC-	200	added ('OK')	application/json	date:Thu,%2002%20Mar%202023%2002:59:23%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-json/wp/v2/pages/8	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-json/wp/v2/pages/8.json	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:24	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2006:19:12%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-includes/wlwmanifest.xml	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-includes/wlwmanifest.xml	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:24	2499/2499	---M--	200	added ('OK')	application/json	date:Thu,%2002%20Mar%202023%2002:59:25%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvalidthemes.tech%2Fthemeforest%2Fwordpress%2Fambrox%2F	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-json/oembed/1.0/embed8532.json	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:25	204391/204391	---MC-	200	added ('OK')	application/json	date:Thu,%2002%20Mar%202023%2002:59:23%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-json/	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-json/index.html	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:25	2559/2559	---M-Z	200	added ('OK')	text/xml	date:Thu,%2002%20Mar%202023%2002:59:25%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvalidthemes.tech%2Fthemeforest%2Fwordpress%2Fambrox%2F&format=xml	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-json/oembed/1.0/embed3678	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:25	923/923	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Feb%202023%2008:18:53%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/cropped-logo-32x32.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/cropped-logo-32x32.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:25	9621/9621	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Feb%202023%2008:18:53%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/cropped-logo-192x192.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/cropped-logo-192x192.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:26	8917/8917	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Feb%202023%2008:18:53%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/cropped-logo-180x180.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/cropped-logo-180x180.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:26	14090/14090	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2004%20Feb%202023%2008:02:38%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/02/logo.svg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/02/logo.svg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:27	4348/4348	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Feb%202023%2008:14:53%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/02/logo-icon-1.svg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/02/logo-icon-1.svg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:27	7373/7373	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jan%202023%2012:46:52%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/4.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/4.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:27	72045/72045	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Feb%202023%2015:24:54%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/02/breadcrumb.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/02/breadcrumb.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:28	10423/10423	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2014:23:40%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1-1.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1-1.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:29	161268/161268	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jan%202023%2012:49:36%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:29	144768/144768	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Jan%202023%2012:47:04%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/7.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/7.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:29	11898/11898	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2014:24:52%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/2.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/2.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:29	11032/11032	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2014:25:55%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/4.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/4.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:30	2912/2912	---M--	200	added ('OK')	image/webp	date:Tue,%2031%20Jan%202023%2015:22:54%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1.webp	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1.webp	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:30	439/439	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2016:26:35%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/10.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/10.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:31	51044/51044	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2016:52:09%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/4.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/4.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:31	150341/150341	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Jan%202023%2014:28:37%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/5.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/5.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:31	39889/39889	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2016:52:50%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1-1.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1-1.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:32	56460/56460	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2016:54:02%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/6.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/6.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:32	45483/45483	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2016:54:52%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/5-1.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/5-1.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:32	48299/48299	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2016:55:23%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/7.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/7.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:33	57258/57258	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2016:56:12%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/8.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/8.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:33	23402/23402	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2015:41:21%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/1.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:34	2285/2285	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2012:30:12%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/14.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/14.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:34	79624/79624	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2015:42:27%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/2-1.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/2-1.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:34	215113/215113	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jan%202023%2015:04:41%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/2.jpg	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/2.jpg	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:34	2872/2872	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2014:30:20%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/5.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/5.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:35	46486/46486	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Jan%202023%2013:58:42%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/2.webp	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/plugins/ambrox-core/assets/img/2.webp	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:35	1273/1273	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2014:30:24%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/4-1.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/4-1.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:35	277457/277457	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jan%202023%2017:00:52%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/3-1.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/3-1.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
09:59:35	3096/3096	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jan%202023%2014:30:26%20GMT	https://validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/3-2.png	C:/SingWebDesign/VysingSUN/validthemes.tech/themeforest/wordpress/ambrox/wp-content/uploads/2023/01/3-2.png	(from https://validthemes.tech/themeforest/wordpress/ambrox/)
